subplot,tag,species,dbh_cm,dbh.class,health_s,canopy,bands_in,date,DOY,week,notes,lai_dist
B04W,2189,ACRU,18.6,18-23,L,,0.02,4/10/2019,100,2,,no
B04W,2189,ACRU,18.6,18-23,L,,0.02,5/17/2019,137,3,,no
B04W,2189,ACRU,18.6,18-23,L,,0.02,5/23/2019,143,4,,no
B04W,2189,ACRU,18.6,18-23,L,,0.02,5/30/2019,150,5,,no
B04W,2189,ACRU,18.6,18-23,L,,0.02,6/5/2019,156,6,,yes
B04W,2189,ACRU,18.6,18-23,L,,0.03,6/11/2019,162,7,,
B04W,2189,ACRU,18.6,18-23,L,,0.04,6/18/2019,169,8,,
B04W,2189,ACRU,18.6,18-23,L,,0.11,6/26/2019,177,9,,
B04W,2189,ACRU,18.6,18-23,L,,0.16,7/3/2019,184,10,,
B04W,2189,ACRU,18.6,18-23,L,,0.22,7/10/2019,191,11,,
B04W,2189,ACRU,18.6,18-23,L,,0.29,7/17/2019,198,12,,
B04W,2189,ACRU,18.6,18-23,L,,0.35,7/24/2019,205,13,,
B04W,2189,ACRU,18.6,18-23,L,,0.4,7/31/2019,212,14,,
B04W,2189,ACRU,18.6,18-23,L,,0.42,8/8/2019,220,15,,
B04W,2189,ACRU,18.6,18-23,L,,0.43,8/14/2019,226,16,,
B04W,2189,ACRU,18.6,18-23,L,,0.48,11/12/2019,316,17,,
B04W,2190,ACRU,12.7,44421,L,OS,0.05,11/2/2018,306,1,,
B04W,2190,ACRU,12.7,44421,L,OS,0.04,4/10/2019,100,2,,no
B04W,2190,ACRU,12.7,44421,L,OS,0.04,5/17/2019,137,3,,no
B04W,2190,ACRU,12.7,44421,L,OS,0.04,5/23/2019,143,4,,no
B04W,2190,ACRU,12.7,44421,L,OS,0.04,5/30/2019,150,5,,no
B04W,2190,ACRU,12.7,44421,L,OS,0.04,6/5/2019,156,6,,yes
B04W,2190,ACRU,12.7,44421,L,OS,0.04,6/11/2019,162,7,,
B04W,2190,ACRU,12.7,44421,L,OS,0.04,6/18/2019,169,8,,
B04W,2190,ACRU,12.7,44421,L,OS,0.05,6/26/2019,177,9,,
B04W,2190,ACRU,12.7,44421,L,OS,0.06,7/3/2019,184,10,,
B04W,2190,ACRU,12.7,44421,L,OS,0.07,7/10/2019,191,11,,
B04W,2190,ACRU,12.7,44421,L,OS,0.1,7/17/2019,198,12,,
B04W,2190,ACRU,12.7,44421,L,OS,0.11,7/24/2019,205,13,,
B04W,2190,ACRU,12.7,44421,L,OS,0.13,7/31/2019,212,14,,
B04W,2190,ACRU,12.7,44421,L,OS,0.14,8/8/2019,220,15,,
B04W,2190,ACRU,12.7,44421,L,OS,0.14,8/14/2019,226,16,,
B04W,2190,ACRU,12.7,44421,L,OS,0.16,11/12/2019,316,17,,
B04W,2192,ACRU,18.9,18-23,L,OS,0.06,11/2/2018,306,1,,
B04W,2192,ACRU,18.9,18-23,L,OS,0.04,4/10/2019,100,2,,no
B04W,2192,ACRU,18.9,18-23,L,OS,0.04,5/17/2019,137,3,,no
B04W,2192,ACRU,18.9,18-23,L,OS,0.05,5/23/2019,143,4,,no
B04W,2192,ACRU,18.9,18-23,L,OS,0.05,5/30/2019,150,5,,no
B04W,2192,ACRU,18.9,18-23,L,OS,0.05,6/5/2019,156,6,,yes
B04W,2192,ACRU,18.9,18-23,L,OS,0.07,6/11/2019,162,7,,
B04W,2192,ACRU,18.9,18-23,L,OS,0.08,6/18/2019,169,8,,
B04W,2192,ACRU,18.9,18-23,L,OS,0.15,6/26/2019,177,9,,
B04W,2192,ACRU,18.9,18-23,L,OS,0.22,7/3/2019,184,10,,
B04W,2192,ACRU,18.9,18-23,L,OS,0.28,7/10/2019,191,11,,
B04W,2192,ACRU,18.9,18-23,L,OS,0.37,7/17/2019,198,12,,
B04W,2192,ACRU,18.9,18-23,L,OS,0.43,7/24/2019,205,13,,
B04W,2192,ACRU,18.9,18-23,L,OS,0.5,7/31/2019,212,14,,
B04W,2192,ACRU,18.9,18-23,L,OS,0.55,8/8/2019,220,15,,
B04W,2192,ACRU,18.9,18-23,L,OS,0.57,8/14/2019,226,16,,
B04W,2192,ACRU,18.9,18-23,L,OS,0.61,11/12/2019,316,17,,
B04W,2194,ACRU,19.2,18-23,L,OS,0.05,11/2/2018,306,1,,
B04W,2194,ACRU,19.2,18-23,L,OS,-0.07,4/10/2019,100,2,,no
B04W,2194,ACRU,19.2,18-23,L,OS,-0.07,5/17/2019,137,3,,no
B04W,2194,ACRU,19.2,18-23,L,OS,-0.07,5/23/2019,143,4,,no
B04W,2194,ACRU,19.2,18-23,L,OS,-0.07,5/30/2019,150,5,,no
B04W,2194,ACRU,19.2,18-23,L,OS,-0.07,6/5/2019,156,6,,yes
B04W,2194,ACRU,19.2,18-23,L,OS,-0.07,6/11/2019,162,7,,
B04W,2194,ACRU,19.2,18-23,L,OS,-0.06,6/18/2019,169,8,,
B04W,2194,ACRU,19.2,18-23,L,OS,-0.05,6/26/2019,177,9,,
B04W,2194,ACRU,19.2,18-23,L,OS,-0.01,7/3/2019,184,10,,
B04W,2194,ACRU,19.2,18-23,L,OS,0.04,7/10/2019,191,11,,
B04W,2194,ACRU,19.2,18-23,L,OS,0.1,7/17/2019,198,12,,
B04W,2194,ACRU,19.2,18-23,L,OS,0.15,7/24/2019,205,13,,
B04W,2194,ACRU,19.2,18-23,L,OS,0.2,7/31/2019,212,14,,
B04W,2194,ACRU,19.2,18-23,L,OS,0.24,8/8/2019,220,15,,
B04W,2194,ACRU,19.2,18-23,L,OS,0.25,8/14/2019,226,16,,
B04W,2194,ACRU,19.2,18-23,L,OS,0.25,11/12/2019,316,17,,
B04W,2195,ACRU,8.5,44421,L,UN,0.03,11/2/2018,306,1,,
B04W,2195,ACRU,8.5,44421,L,UN,0.03,4/10/2019,100,2,,no
B04W,2195,ACRU,8.5,44421,L,UN,0.03,5/17/2019,137,3,,no
B04W,2195,ACRU,8.5,44421,L,UN,0.03,5/23/2019,143,4,,no
B04W,2195,ACRU,8.5,44421,L,UN,0.03,5/30/2019,150,5,,no
B04W,2195,ACRU,8.5,44421,L,UN,0.03,6/5/2019,156,6,,yes
B04W,2195,ACRU,8.5,44421,L,UN,0.03,6/11/2019,162,7,,
B04W,2195,ACRU,8.5,44421,L,UN,0.03,6/18/2019,169,8,,
B04W,2195,ACRU,8.5,44421,L,UN,0.03,6/26/2019,177,9,,
B04W,2195,ACRU,8.5,44421,L,UN,0.03,7/3/2019,184,10,,
B04W,2195,ACRU,8.5,44421,L,UN,0.03,7/10/2019,191,11,,
B04W,2195,ACRU,8.5,44421,L,UN,0.04,7/17/2019,198,12,,
B04W,2195,ACRU,8.5,44421,L,UN,0.04,7/24/2019,205,13,,
B04W,2195,ACRU,8.5,44421,L,UN,0.05,7/31/2019,212,14,,
B04W,2195,ACRU,8.5,44421,L,UN,0.05,8/8/2019,220,15,,
B04W,2195,ACRU,8.5,44421,L,UN,0.05,8/14/2019,226,16,,
B04W,2195,ACRU,8.5,44421,L,UN,0.06,11/12/2019,316,17,,
B04W,2196,ACRU,15.9,13-18,L,OS,0.03,11/2/2018,306,1,,
B04W,2196,ACRU,15.9,13-18,L,OS,-0.02,4/10/2019,100,2,,no
B04W,2196,ACRU,15.9,13-18,L,OS,-0.01,5/17/2019,137,3,,no
B04W,2196,ACRU,15.9,13-18,L,OS,-0.01,5/23/2019,143,4,,no
B04W,2196,ACRU,15.9,13-18,L,OS,-0.01,5/30/2019,150,5,,no
B04W,2196,ACRU,15.9,13-18,L,OS,-0.01,6/5/2019,156,6,,yes
B04W,2196,ACRU,15.9,13-18,L,OS,-0.01,6/11/2019,162,7,,
B04W,2196,ACRU,15.9,13-18,L,OS,-0.01,6/18/2019,169,8,,
B04W,2196,ACRU,15.9,13-18,L,OS,0,6/26/2019,177,9,,
B04W,2196,ACRU,15.9,13-18,L,OS,0.04,7/3/2019,184,10,,
B04W,2196,ACRU,15.9,13-18,L,OS,0.08,7/10/2019,191,11,,
B04W,2196,ACRU,15.9,13-18,L,OS,0.14,7/17/2019,198,12,,
B04W,2196,ACRU,15.9,13-18,L,OS,0.19,7/24/2019,205,13,,
B04W,2196,ACRU,15.9,13-18,L,OS,0.25,7/31/2019,212,14,,
B04W,2196,ACRU,15.9,13-18,L,OS,0.29,8/8/2019,220,15,,
B04W,2196,ACRU,15.9,13-18,L,OS,0.3,8/14/2019,226,16,,
B04W,2196,ACRU,15.9,13-18,L,OS,0.35,11/12/2019,316,17,,
B04W,2198,ACRU,13.1,13-18,L,OS,0,11/2/2018,306,1,,
B04W,2198,ACRU,13.1,13-18,L,OS,-0.01,4/10/2019,100,2,,no
B04W,2198,ACRU,13.1,13-18,L,OS,-0.01,5/17/2019,137,3,,no
B04W,2198,ACRU,13.1,13-18,L,OS,-0.01,5/23/2019,143,4,,no
B04W,2198,ACRU,13.1,13-18,L,OS,-0.01,5/30/2019,150,5,,no
B04W,2198,ACRU,13.1,13-18,L,OS,-0.01,6/5/2019,156,6,,yes
B04W,2198,ACRU,13.1,13-18,L,OS,-0.01,6/11/2019,162,7,,
B04W,2198,ACRU,13.1,13-18,L,OS,0,6/18/2019,169,8,,
B04W,2198,ACRU,13.1,13-18,L,OS,0,6/26/2019,177,9,,
B04W,2198,ACRU,13.1,13-18,L,OS,0.01,7/3/2019,184,10,,
B04W,2198,ACRU,13.1,13-18,L,OS,0.02,7/10/2019,191,11,,
B04W,2198,ACRU,13.1,13-18,L,OS,0.04,7/17/2019,198,12,,
B04W,2198,ACRU,13.1,13-18,L,OS,0.05,7/24/2019,205,13,,
B04W,2198,ACRU,13.1,13-18,L,OS,0.06,7/31/2019,212,14,,
B04W,2198,ACRU,13.1,13-18,L,OS,0.07,8/8/2019,220,15,,
B04W,2198,ACRU,13.1,13-18,L,OS,0.07,8/14/2019,226,16,,
B04W,2198,ACRU,13.1,13-18,L,OS,0.1,11/12/2019,316,17,,
B04W,2202,ACRU,13.1,13-18,L,OS,0,11/2/2018,306,1,,
B04W,2202,ACRU,13.1,13-18,L,OS,-0.04,4/10/2019,100,2,,no
B04W,2202,ACRU,13.1,13-18,L,OS,-0.04,5/17/2019,137,3,,no
B04W,2202,ACRU,13.1,13-18,L,OS,-0.03,5/23/2019,143,4,,no
B04W,2202,ACRU,13.1,13-18,L,OS,-0.03,5/30/2019,150,5,,no
B04W,2202,ACRU,13.1,13-18,L,OS,-0.03,6/5/2019,156,6,,yes
B04W,2202,ACRU,13.1,13-18,L,OS,-0.03,6/11/2019,162,7,,
B04W,2202,ACRU,13.1,13-18,L,OS,-0.03,6/18/2019,169,8,,
B04W,2202,ACRU,13.1,13-18,L,OS,-0.02,6/26/2019,177,9,,
B04W,2202,ACRU,13.1,13-18,L,OS,0.02,7/3/2019,184,10,,
B04W,2202,ACRU,13.1,13-18,L,OS,0.05,7/10/2019,191,11,,
B04W,2202,ACRU,13.1,13-18,L,OS,0.1,7/17/2019,198,12,,
B04W,2202,ACRU,13.1,13-18,L,OS,0.15,7/24/2019,205,13,,
B04W,2202,ACRU,13.1,13-18,L,OS,0.21,7/31/2019,212,14,,
B04W,2202,ACRU,13.1,13-18,L,OS,0.25,8/8/2019,220,15,,
B04W,2202,ACRU,13.1,13-18,L,OS,0.26,8/14/2019,226,16,,
B04W,2202,ACRU,13.1,13-18,L,OS,0.31,11/12/2019,316,17,,
B04W,2213,ACRU,12.9,44421,L,OS,0.05,11/2/2018,306,1,,
B04W,2213,ACRU,12.9,44421,L,OS,0.05,4/10/2019,100,2,,no
B04W,2213,ACRU,12.9,44421,L,OS,0.05,5/17/2019,137,3,,no
B04W,2213,ACRU,12.9,44421,L,OS,0.05,5/23/2019,143,4,,no
B04W,2213,ACRU,12.9,44421,L,OS,0.05,5/30/2019,150,5,,no
B04W,2213,ACRU,12.9,44421,L,OS,0.05,6/5/2019,156,6,,yes
B04W,2213,ACRU,12.9,44421,L,OS,0.05,6/11/2019,162,7,,
B04W,2213,ACRU,12.9,44421,L,OS,0.05,6/18/2019,169,8,,
B04W,2213,ACRU,12.9,44421,L,OS,0.05,6/26/2019,177,9,,
B04W,2213,ACRU,12.9,44421,L,OS,0.06,7/3/2019,184,10,,
B04W,2213,ACRU,12.9,44421,L,OS,0.08,7/10/2019,191,11,,
B04W,2213,ACRU,12.9,44421,L,OS,0.12,7/17/2019,198,12,,
B04W,2213,ACRU,12.9,44421,L,OS,0.13,7/24/2019,205,13,,
B04W,2213,ACRU,12.9,44421,L,OS,0.14,7/31/2019,212,14,,
B04W,2213,ACRU,12.9,44421,L,OS,0.14,8/8/2019,220,15,,
B04W,2213,ACRU,12.9,44421,L,OS,0.14,8/14/2019,226,16,,
B04W,2213,ACRU,12.9,44421,L,OS,0.17,11/12/2019,316,17,,
B04W,2215,POGR,34.3,33-38,L,OD,0,11/2/2018,306,1,,
B04W,2215,POGR,34.3,33-38,L,OD,0.01,4/10/2019,100,2,,no
B04W,2215,POGR,34.3,33-38,L,OD,0.03,5/17/2019,137,3,,no
B04W,2215,POGR,34.3,33-38,L,OD,0.03,5/23/2019,143,4,,no
B04W,2215,POGR,34.3,33-38,L,OD,0.03,5/30/2019,150,5,,no
B04W,2215,POGR,34.3,33-38,L,OD,0.03,6/5/2019,156,6,,yes
B04W,2215,POGR,34.3,33-38,L,OD,0.05,6/11/2019,162,7,,
B04W,2215,POGR,34.3,33-38,L,OD,0.06,6/18/2019,169,8,,
B04W,2215,POGR,34.3,33-38,L,OD,0.11,6/26/2019,177,9,,
B04W,2215,POGR,34.3,33-38,L,OD,0.13,7/3/2019,184,10,,
B04W,2215,POGR,34.3,33-38,L,OD,0.15,7/10/2019,191,11,,
B04W,2215,POGR,34.3,33-38,L,OD,0.16,7/17/2019,198,12,,
B04W,2215,POGR,34.3,33-38,L,OD,0.17,7/24/2019,205,13,,
B04W,2215,POGR,34.3,33-38,L,OD,0.17,7/31/2019,212,14,,
B04W,2215,POGR,34.3,33-38,L,OD,0.17,8/8/2019,220,15,,
B04W,2215,POGR,34.3,33-38,L,OD,0.17,8/14/2019,226,16,,
B04W,2215,POGR,34.3,33-38,L,OD,0.07,11/12/2019,316,17,,
B04W,2224,ACSA,9.7,44421,L,UN,0.03,11/2/2018,306,1,,
B04W,2224,ACSA,9.7,44421,L,UN,0.03,4/10/2019,100,2,,no
B04W,2224,ACSA,9.7,44421,L,UN,0.03,5/17/2019,137,3,,no
B04W,2224,ACSA,9.7,44421,L,UN,0.03,5/23/2019,143,4,,no
B04W,2224,ACSA,9.7,44421,L,UN,0.03,5/30/2019,150,5,WAS LIVE,no
B04W,2224,ACSA,9.7,44421,L,UN,0.03,6/5/2019,156,6,,yes
B04W,2224,ACSA,9.7,44421,L,UN,0.04,6/11/2019,162,7,,
B04W,2224,ACSA,9.7,44421,L,UN,0.05,6/18/2019,169,8,,
B04W,2224,ACSA,9.7,44421,L,UN,0.1,6/26/2019,177,9,,
B04W,2224,ACSA,9.7,44421,L,UN,0.14,7/3/2019,184,10,,
B04W,2224,ACSA,9.7,44421,L,UN,0.17,7/10/2019,191,11,,
B04W,2224,ACSA,9.7,44421,L,UN,0.22,7/17/2019,198,12,,
B04W,2224,ACSA,9.7,44421,L,UN,0.27,7/24/2019,205,13,,
B04W,2224,ACSA,9.7,44421,L,UN,0.35,7/31/2019,212,14,,
B04W,2224,ACSA,9.7,44421,L,UN,0.34,8/8/2019,220,15,,
B04W,2224,ACSA,9.7,44421,L,UN,0.49,8/14/2019,226,16,,
B04W,2224,ACSA,9.7,44421,L,UN,0.67,11/12/2019,316,17,,
B04W,2230,POGR,31.6,28-33,L,OD,0,11/2/2018,306,1,,
B04W,2230,POGR,31.6,28-33,L,OD,0.08,4/10/2019,100,2,,no
B04W,2230,POGR,31.6,28-33,L,OD,0.09,5/17/2019,137,3,,no
B04W,2230,POGR,31.6,28-33,L,OD,0.1,5/23/2019,143,4,,no
B04W,2230,POGR,31.6,28-33,L,OD,0.1,5/30/2019,150,5,WAS KILL,no
B04W,2230,POGR,31.6,28-33,L,OD,0.12,6/5/2019,156,6,,yes
B04W,2230,POGR,31.6,28-33,L,OD,0.17,6/11/2019,162,7,,
B04W,2230,POGR,31.6,28-33,L,OD,0.2,6/18/2019,169,8,,
B04W,2230,POGR,31.6,28-33,L,OD,0.28,6/26/2019,177,9,,
B04W,2230,POGR,31.6,28-33,L,OD,0.33,7/3/2019,184,10,,
B04W,2230,POGR,31.6,28-33,L,OD,0.38,7/10/2019,191,11,,
B04W,2230,POGR,31.6,28-33,L,OD,0.42,7/17/2019,198,12,,
B04W,2230,POGR,31.6,28-33,L,OD,0.44,7/24/2019,205,13,,
B04W,2230,POGR,31.6,28-33,L,OD,0.46,7/31/2019,212,14,,
B04W,2230,POGR,31.6,28-33,L,OD,0.46,8/8/2019,220,15,,
B04W,2230,POGR,31.6,28-33,L,OD,0.46,8/14/2019,226,16,,
B04W,2230,POGR,31.6,28-33,L,OD,0.41,11/12/2019,316,17,,
B04W,2244,ACRU,13.8,13-18,L,OS,NA,11/2/2018,306,1,never cut or set - needs to be set,
B04W,2244,ACRU,13.8,13-18,L,OS,0.06,4/10/2019,100,2,new band,no
B04W,2244,ACRU,13.8,13-18,L,OS,0.06,5/17/2019,137,3,,no
B04W,2244,ACRU,13.8,13-18,L,OS,0.07,5/23/2019,143,4,,no
B04W,2244,ACRU,13.8,13-18,L,OS,0.07,5/30/2019,150,5,,no
B04W,2244,ACRU,13.8,13-18,L,OS,0.07,6/5/2019,156,6,,yes
B04W,2244,ACRU,13.8,13-18,L,OS,0.11,6/11/2019,162,7,,
B04W,2244,ACRU,13.8,13-18,L,OS,0.13,6/18/2019,169,8,,
B04W,2244,ACRU,13.8,13-18,L,OS,0.19,6/26/2019,177,9,,
B04W,2244,ACRU,13.8,13-18,L,OS,0.25,7/3/2019,184,10,,
B04W,2244,ACRU,13.8,13-18,L,OS,0.28,7/10/2019,191,11,,
B04W,2244,ACRU,13.8,13-18,L,OS,0.3,7/17/2019,198,12,stump sprouting,
B04W,2244,ACRU,13.8,13-18,L,OS,0.32,7/24/2019,205,13,,
B04W,2244,ACRU,13.8,13-18,L,OS,0.33,7/31/2019,212,14,,
B04W,2244,ACRU,13.8,13-18,L,OS,0.34,8/8/2019,220,15,typo,
B04W,2244,ACRU,13.8,13-18,L,OS,0.35,8/14/2019,226,16,,
B04W,2244,ACRU,13.8,13-18,L,OS,0.35,11/12/2019,316,17,,
B04W,2245,POGR,25.9,23-28,L,OD,0,11/2/2018,306,1,,
B04W,2245,POGR,25.9,23-28,L,OD,0.01,4/10/2019,100,2,,no
B04W,2245,POGR,25.9,23-28,L,OD,0.02,5/17/2019,137,3,,no
B04W,2245,POGR,25.9,23-28,L,OD,0.02,5/23/2019,143,4,,no
B04W,2245,POGR,25.9,23-28,L,OD,0.03,5/30/2019,150,5,,no
B04W,2245,POGR,25.9,23-28,L,OD,0.04,6/5/2019,156,6,,yes
B04W,2245,POGR,25.9,23-28,L,OD,0.08,6/11/2019,162,7,,
B04W,2245,POGR,25.9,23-28,L,OD,0.11,6/18/2019,169,8,,
B04W,2245,POGR,25.9,23-28,L,OD,0.2,6/26/2019,177,9,,
B04W,2245,POGR,25.9,23-28,L,OD,0.29,7/3/2019,184,10,,
B04W,2245,POGR,25.9,23-28,L,OD,0.37,7/10/2019,191,11,,
B04W,2245,POGR,25.9,23-28,L,OD,0.44,7/17/2019,198,12,,
B04W,2245,POGR,25.9,23-28,L,OD,0.5,7/24/2019,205,13,,
B04W,2245,POGR,25.9,23-28,L,OD,0.55,7/31/2019,212,14,,
B04W,2245,POGR,25.9,23-28,L,OD,0.58,8/8/2019,220,15,,
B04W,2245,POGR,25.9,23-28,L,OD,0.6,8/14/2019,226,16,,
B04W,2245,POGR,25.9,23-28,L,OD,0.58,11/12/2019,316,17,,
C01E,715,PIST,8.4,44421,L,UN,0,11/2/2018,306,1,,
C01E,715,PIST,8.4,44421,L,UN,0,4/9/2019,99,2,,no
C01E,715,PIST,8.4,44421,L,UN,0,5/16/2019,136,3,,no
C01E,715,PIST,8.4,44421,L,UN,0,5/22/2019,142,4,,no
C01E,715,PIST,8.4,44421,L,UN,0.01,5/31/2019,151,5,,no
C01E,715,PIST,8.4,44421,L,UN,0.01,6/4/2019,155,6,,yes
C01E,715,PIST,8.4,44421,L,UN,0.01,6/10/2019,161,7,,
C01E,715,PIST,8.4,44421,L,UN,0.03,6/17/2019,168,8,,
C01E,715,PIST,8.4,44421,L,UN,0.05,6/25/2019,176,9,,
C01E,715,PIST,8.4,44421,L,UN,0.06,7/2/2019,183,10,,
C01E,715,PIST,8.4,44421,L,UN,0.06,7/9/2019,190,11,,
C01E,715,PIST,8.4,44421,L,UN,0.07,7/16/2019,197,12,,
C01E,715,PIST,8.4,44421,L,UN,0.08,7/23/2019,204,13,,
C01E,715,PIST,8.4,44421,L,UN,0.08,7/30/2019,211,14,,
C01E,715,PIST,8.4,44421,L,UN,0.08,8/7/2019,219,15,typo,
C01E,715,PIST,8.4,44421,L,UN,0.08,8/13/2019,225,16,,
C01E,715,PIST,8.4,44421,L,UN,0.11,11/11/2019,315,17,,
C01E,717,POGR,30.5,28-33,L,OD,0.05,11/2/2018,306,1,,
C01E,717,POGR,30.5,28-33,L,OD,0.05,4/9/2019,99,2,,no
C01E,717,POGR,30.5,28-33,L,OD,0.05,5/16/2019,136,3,,no
C01E,717,POGR,30.5,28-33,L,OD,0.05,5/22/2019,142,4,,no
C01E,717,POGR,30.5,28-33,L,OD,0.06,5/31/2019,151,5,,no
C01E,717,POGR,30.5,28-33,L,OD,0.07,6/4/2019,155,6,,yes
C01E,717,POGR,30.5,28-33,L,OD,0.12,6/10/2019,161,7,,
C01E,717,POGR,30.5,28-33,L,OD,0.06,6/17/2019,168,8,,
C01E,717,POGR,30.5,28-33,L,OD,0.25,6/25/2019,176,9,,
C01E,717,POGR,30.5,28-33,L,OD,0.32,7/2/2019,183,10,,
C01E,717,POGR,30.5,28-33,L,OD,0.37,7/9/2019,190,11,,
C01E,717,POGR,30.5,28-33,L,OD,0.43,7/16/2019,197,12,,
C01E,717,POGR,30.5,28-33,L,OD,0.46,7/23/2019,204,13,,
C01E,717,POGR,30.5,28-33,L,OD,0.49,7/30/2019,211,14,,
C01E,717,POGR,30.5,28-33,L,OD,0.5,8/7/2019,219,15,,
C01E,717,POGR,30.5,28-33,L,OD,0.49,8/13/2019,225,16,,
C01E,717,POGR,30.5,28-33,L,OD,0.51,11/11/2019,315,17,,
C01E,718,QURU,22.1,18-23,L,OS,0.03,11/2/2018,306,1,,
C01E,718,QURU,22.1,18-23,L,OS,0.03,4/9/2019,99,2,,no
C01E,718,QURU,22.1,18-23,L,OS,0.06,5/16/2019,136,3,,no
C01E,718,QURU,22.1,18-23,L,OS,0.09,5/22/2019,142,4,,no
C01E,718,QURU,22.1,18-23,L,OS,0.13,5/31/2019,151,5,,no
C01E,718,QURU,22.1,18-23,L,OS,0.15,6/4/2019,155,6,,yes
C01E,718,QURU,22.1,18-23,L,OS,0.19,6/10/2019,161,7,,
C01E,718,QURU,22.1,18-23,L,OS,0.21,6/17/2019,168,8,,
C01E,718,QURU,22.1,18-23,L,OS,0.26,6/25/2019,176,9,,
C01E,718,QURU,22.1,18-23,L,OS,0.28,7/2/2019,183,10,,
C01E,718,QURU,22.1,18-23,L,OS,0.31,7/9/2019,190,11,,
C01E,718,QURU,22.1,18-23,L,OS,0.35,7/16/2019,197,12,,
C01E,718,QURU,22.1,18-23,L,OS,0.37,7/23/2019,204,13,,
C01E,718,QURU,22.1,18-23,L,OS,0.4,7/30/2019,211,14,,
C01E,718,QURU,22.1,18-23,L,OS,0.41,8/7/2019,219,15,,
C01E,718,QURU,22.1,18-23,L,OS,0.42,8/13/2019,225,16,,
C01E,718,QURU,22.1,18-23,L,OS,0.46,11/11/2019,315,17,,
C01E,731,POGR,28.8,28-33,L,OD,0.04,11/2/2018,306,1,,
C01E,731,POGR,28.8,28-33,L,OD,0.03,4/9/2019,99,2,,no
C01E,731,POGR,28.8,28-33,L,OD,0.07,5/16/2019,136,3,,no
C01E,731,POGR,28.8,28-33,L,OD,0.07,5/22/2019,142,4,,no
C01E,731,POGR,28.8,28-33,L,OD,0.08,5/31/2019,151,5,,no
C01E,731,POGR,28.8,28-33,L,OD,0.09,6/4/2019,155,6,,yes
C01E,731,POGR,28.8,28-33,L,OD,0.14,6/10/2019,161,7,,
C01E,731,POGR,28.8,28-33,L,OD,0.18,6/17/2019,168,8,,
C01E,731,POGR,28.8,28-33,L,OD,0.26,6/25/2019,176,9,,
C01E,731,POGR,28.8,28-33,L,OD,0.31,7/2/2019,183,10,,
C01E,731,POGR,28.8,28-33,L,OD,0.36,7/9/2019,190,11,,
C01E,731,POGR,28.8,28-33,L,OD,0.4,7/16/2019,197,12,,
C01E,731,POGR,28.8,28-33,L,OD,0.42,7/23/2019,204,13,,
C01E,731,POGR,28.8,28-33,L,OD,0.43,7/30/2019,211,14,,
C01E,731,POGR,28.8,28-33,L,OD,0.43,8/7/2019,219,15,,
C01E,731,POGR,28.8,28-33,L,OD,0.43,8/13/2019,225,16,,
C01E,731,POGR,28.8,28-33,L,OD,0.43,11/11/2019,315,17,,
C01E,733,POGR,21.1,18-23,L,OD,0.05,11/2/2018,306,1,,
C01E,733,POGR,21.1,18-23,L,OD,0.03,4/9/2019,99,2,,no
C01E,733,POGR,21.1,18-23,L,OD,0.03,5/16/2019,136,3,,no
C01E,733,POGR,21.1,18-23,L,OD,0.04,5/22/2019,142,4,,no
C01E,733,POGR,21.1,18-23,L,OD,0.04,5/31/2019,151,5,,no
C01E,733,POGR,21.1,18-23,L,OD,0.04,6/4/2019,155,6,,yes
C01E,733,POGR,21.1,18-23,L,OD,0.06,6/10/2019,161,7,,
C01E,733,POGR,21.1,18-23,L,OD,0.09,6/17/2019,168,8,,
C01E,733,POGR,21.1,18-23,L,OD,0.14,6/25/2019,176,9,,
C01E,733,POGR,21.1,18-23,L,OD,0.18,7/2/2019,183,10,,
C01E,733,POGR,21.1,18-23,L,OD,0.2,7/9/2019,190,11,,
C01E,733,POGR,21.1,18-23,L,OD,0.23,7/16/2019,197,12,,
C01E,733,POGR,21.1,18-23,L,OD,0.23,7/23/2019,204,13,,
C01E,733,POGR,21.1,18-23,L,OD,0.23,7/30/2019,211,14,,
C01E,733,POGR,21.1,18-23,L,OD,0.24,8/7/2019,219,15,,
C01E,733,POGR,21.1,18-23,L,OD,0.24,8/13/2019,225,16,,
C01E,733,POGR,21.1,18-23,L,OD,0.26,11/11/2019,315,17,,
C01E,747,ACRU,11.3,44421,L,UN,0,11/2/2018,306,1,,
C01E,747,ACRU,11.3,44421,L,UN,-0.02,4/9/2019,99,2,,no
C01E,747,ACRU,11.3,44421,L,UN,0,5/16/2019,136,3,,no
C01E,747,ACRU,11.3,44421,L,UN,0,5/22/2019,142,4,,no
C01E,747,ACRU,11.3,44421,L,UN,0,5/31/2019,151,5,,no
C01E,747,ACRU,11.3,44421,L,UN,0,6/4/2019,155,6,,yes
C01E,747,ACRU,11.3,44421,L,UN,0.01,6/10/2019,161,7,,
C01E,747,ACRU,11.3,44421,L,UN,0.03,6/17/2019,168,8,,
C01E,747,ACRU,11.3,44421,L,UN,0.06,6/25/2019,176,9,,
C01E,747,ACRU,11.3,44421,L,UN,0.1,7/2/2019,183,10,,
C01E,747,ACRU,11.3,44421,L,UN,0.12,7/9/2019,190,11,,
C01E,747,ACRU,11.3,44421,L,UN,0.15,7/16/2019,197,12,,
C01E,747,ACRU,11.3,44421,L,UN,0.19,7/23/2019,204,13,,
C01E,747,ACRU,11.3,44421,L,UN,0.21,7/30/2019,211,14,,
C01E,747,ACRU,11.3,44421,L,UN,0.22,8/7/2019,219,15,,
